,Number_of_Pitches,Number_of_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Major_or_Minor,Most_Common_Melodic_Interval,Repeated_Notes
"I:\MUSIC\week9 taksk2\Bohemian_Rhapsody.mid",55.0, 12.0, 58.0, 0.2692, 0.6698, 0.06096, 2.0, 58.15, 5.608, 63.0, 10.0, 5.0, 11.06, 0.0, 0.0, 0.275
