,Number_of_Pitches,Number_of_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Major_or_Minor,Most_Common_Melodic_Interval,Repeated_Notes
"I:\MUSIC\week9 taksk2\Killer_Queen.mid",56.0, 12.0, 62.0, 0.3109, 0.4642, 0.2249, 2.0, 59.71, 5.441, 67.0, 7.0, 3.0, 14.72, 0.0, 0.0, 0.2144
